City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,bargaal,11.2864,51.0773,29.8,65,99,3.24,SO,1717472114
275,lazaro cardenas,17.9583,-102.2,25.71,72,4,2.14,MX,1717472114
276,veraval,20.9,70.3667,30.56,65,100,3.62,IN,1717472114
277,isangel,-19.55,169.2667,28.06,65,20,3.09,VU,1717471889
278,ivins,37.1686,-113.6794,32.62,18,100,0.45,US,1717472115
279,ventspils,57.3894,21.5606,13.96,100,100,1.54,LV,1717472115
280,palikir - national government center,6.9248,158.1611,30.47,79,100,7.72,FM,1717472115
281,salekhard,66.53,66.6019,0.22,82,99,0.89,RU,1717472115
282,lib,8.3122,167.3766,28.53,80,100,6.96,MH,1717472116
283,tazacorte,28.629,-17.9293,19.54,95,0,2.57,ES,1717471964
284,labrador city,52.9463,-66.9114,15.1,76,0,1.03,CA,1717472116
285,bangui,4.3612,18.555,24.1,94,23,0.0,CF,1717472116
286,la passe,45.5549,-0.8967,13.32,82,64,2.62,FR,1717472116
287,iringa,-7.7667,35.7,12.69,93,2,2.32,TZ,1717472117
288,alaghsas,17.0187,8.0168,31.93,25,12,4.14,NE,1717472117
289,volksrust,-27.3654,29.8818,0.42,72,1,4.98,ZA,1717472117
290,saint-philippe,-21.3585,55.7679,18.77,77,37,3.95,RE,1717472117
291,pemangkat,1.1667,108.9667,29.26,69,100,1.32,ID,1717472117
292,hakui,36.8833,136.7833,22.67,69,32,4.63,JP,1717472118
293,williams lake,52.1415,-122.1445,15.76,44,75,4.12,CA,1717472063
294,mount gambier,-37.8333,140.7667,14.41,37,100,1.17,AU,1717472118
295,ambleve,50.3514,6.1681,10.91,100,100,0.51,BE,1717472118
296,muntok,-2.0667,105.1833,28.55,76,100,0.96,ID,1717472118
297,san pedro,14.35,121.0167,33.57,67,40,2.68,PH,1717471898
298,howrah,22.5892,88.3103,32.0,79,40,5.14,IN,1717472119
299,justo daract,-33.8594,-65.1828,8.45,42,100,6.04,AR,1717472119
300,mhlume,-26.0333,31.85,16.91,43,0,1.25,SZ,1717472119
301,cidreira,-30.1811,-50.2056,12.66,68,44,2.25,BR,1717472120
302,floro,61.5996,5.0328,8.98,81,75,9.26,NO,1717472120
303,laminusa,5.5549,120.9136,28.99,72,100,1.36,PH,1717472120
304,imbituba,-28.24,-48.6703,11.67,89,100,4.98,BR,1717471821
305,rawah,34.4816,41.9093,32.18,13,0,1.94,IQ,1717472121
306,tahe,52.3333,124.7333,24.5,17,79,1.04,CN,1717472121
307,turkmenabat,39.0733,63.5786,24.99,25,0,2.06,TM,1717472121
308,taco pozo,-25.6167,-63.2833,13.92,41,100,1.21,AR,1717472121
309,colonia,50.9333,6.95,14.97,82,100,2.06,DE,1717472121
310,port hedland,-20.3167,118.5667,24.03,35,0,9.77,AU,1717472122
311,loukhi,66.0764,33.0381,12.31,90,86,1.87,RU,1717472122
312,aykhal,66.0,111.5,17.6,30,22,5.38,RU,1717472122
313,northam,51.0333,-4.2167,13.7,89,87,2.54,GB,1717472122
314,bandon,51.7469,-8.7425,12.77,84,100,3.69,IE,1717472123
315,kununurra,-15.7667,128.7333,25.99,53,0,6.69,AU,1717472006
316,dudinka,69.4058,86.1778,-1.85,92,97,2.24,RU,1717472123
317,rabo de peixe,37.8,-25.5833,17.77,99,20,3.6,PT,1717472123
318,khandyga,62.6667,135.6,15.94,49,61,7.01,RU,1717472124
319,mamuju,-2.6748,118.8885,26.83,87,100,1.04,ID,1717472124
320,lorengau,-2.0226,147.2712,30.11,64,9,3.18,PG,1717472124
321,raduzhny,62.0961,77.475,6.81,50,64,3.54,RU,1717472124
322,orkney,-26.9802,26.6727,2.52,61,0,3.06,ZA,1717472124
323,ust'-barguzin,53.45,108.9833,15.34,58,25,2.76,RU,1717472125
324,i-n-salah,27.1935,2.4607,31.03,13,11,2.46,DZ,1717472043
325,chissamba,-12.1667,17.3333,11.53,46,10,1.26,AO,1717472125
326,evanston,42.0411,-87.6901,28.0,60,40,4.63,US,1717471906
327,bodo,67.28,14.405,11.64,82,40,5.14,NO,1717472126
328,valparaiso,-33.0393,-71.6273,14.52,77,100,0.0,CL,1717472034
329,puerto ayora,-0.7393,-90.3518,21.97,99,63,2.98,EC,1717472126
330,richards bay,-28.783,32.0377,14.49,39,0,2.08,ZA,1717472126
331,labytnangi,66.6572,66.4183,0.21,82,99,0.45,RU,1717472002
332,vadso,70.0744,29.7487,10.49,87,75,6.17,NO,1717472127
333,santa elena de uairen,4.6167,-61.1333,19.35,86,67,1.25,VE,1717472127
334,villavicencio,4.142,-73.6266,22.26,99,100,0.23,CO,1717472127
335,hastings,50.8552,0.5729,15.44,92,97,2.13,GB,1717472127
336,magadan,59.5667,150.8,6.96,79,97,3.35,RU,1717472128
337,varnamo,57.186,14.04,11.82,85,31,4.43,SE,1717472128
338,idri,27.5,13.2667,28.99,29,70,3.83,LY,1717472128
339,kitimat,54.0524,-128.6534,13.71,75,64,2.68,CA,1717472128
340,el charco,2.4769,-78.1105,24.76,97,100,2.48,CO,1717472129
341,borgarnes,64.5383,-21.9206,5.03,72,96,2.19,IS,1717472129
342,catriel,-37.8791,-67.7956,8.68,45,92,5.39,AR,1717472129
343,iwanai,42.9744,140.5089,19.94,57,79,1.23,JP,1717472129
344,sona,45.4388,10.8255,16.29,93,0,1.54,IT,1717472129
345,rantauprapat,2.1,99.8333,30.31,66,100,1.18,ID,1717472130
346,altai,46.3722,96.2583,13.75,30,100,9.4,MN,1717472130
347,sume,-7.6717,-36.88,19.77,95,40,2.0,BR,1717472130
348,bondo,3.8146,23.6866,21.91,92,74,0.56,CD,1717472130
349,olonets,60.9847,32.9698,13.33,92,100,2.16,RU,1717472131
350,taltal,-25.4,-70.4833,15.53,83,100,1.84,CL,1717472131
351,obudu,6.6674,9.1716,23.09,97,71,1.82,NG,1717472131
352,jhingergacha,23.1131,89.0938,35.5,49,27,3.91,BD,1717472131
353,worcester,42.3334,-71.8328,16.85,80,41,0.86,US,1717472132
354,ak'ordat,15.5486,37.8867,33.36,25,22,0.59,ER,1717472132
355,kurgan,55.45,65.3333,13.3,96,77,4.47,RU,1717471862
356,benghazi,32.1167,20.0667,27.79,34,1,3.43,LY,1717471981
357,nyurba,63.2842,118.3319,19.84,65,100,1.99,RU,1717472133
358,yantzaza,-3.8278,-78.7594,18.47,99,55,0.05,EC,1717472133
359,daru,-9.0763,143.2092,28.3,69,64,3.51,PG,1717472050
360,minas de marcona,-15.2119,-75.1103,11.87,87,54,2.84,PE,1717472133
361,amga,60.8953,131.9608,15.75,32,25,5.82,RU,1717472134
362,atafu village,-8.5421,-172.5159,29.02,74,67,5.01,TK,1717472046
363,nogliki,51.8333,143.1667,8.52,68,61,1.34,RU,1717472134
364,mudanya,40.3753,28.8822,24.56,63,100,0.57,TR,1717472134
365,castries,13.9957,-61.0061,27.04,89,100,5.81,LC,1717472134
366,potchefstroom,-26.7167,27.1,0.19,75,0,2.36,ZA,1717472135
367,kashgar,39.4547,75.9797,23.56,16,75,5.0,CN,1717472105
368,weilburg,50.4833,8.25,10.07,92,54,0.28,DE,1717472135
369,pella,59.7775,30.8181,18.31,82,100,2.42,RU,1717472135
370,san patricio,28.017,-97.5169,29.36,83,82,8.8,US,1717472136
371,tofol,5.3248,163.0078,29.88,74,75,3.6,FM,1717471930
372,khlong luang,14.0647,100.6458,32.98,55,40,5.14,TH,1717471980
373,albion,42.2431,-84.753,21.1,83,0,2.06,US,1717472137
374,zaltan,32.947,11.8665,21.25,86,100,6.07,LY,1717472137
375,axim,4.8699,-2.2405,25.71,87,89,3.13,GH,1717472137
376,cafelandia,-21.8025,-49.61,15.95,67,0,2.9,BR,1717472137
377,heyuan,23.7333,114.6833,24.26,91,100,0.79,CN,1717472138
378,kargopol',61.5071,38.9456,18.8,86,24,1.2,RU,1717472138
379,aiquile,-18.2041,-65.1807,9.2,85,21,0.77,BO,1717472138
380,broome,42.2506,-75.833,19.25,85,65,0.26,US,1717471910
381,tagab,34.855,69.6492,24.37,20,0,3.95,AF,1717472139
382,vila franca do campo,37.7167,-25.4333,18.27,99,16,2.51,PT,1717472139
383,tataouine,32.9297,10.4518,17.51,88,89,7.42,TN,1717472139
384,fort st. john,56.2499,-120.8529,8.94,100,100,3.09,CA,1717472008
385,kolonia town,6.964,158.206,31.06,79,100,7.72,FM,1717472140
386,nicoya,10.1483,-85.452,25.46,94,100,0.79,CR,1717471885
387,miyakonojo,31.7333,131.0667,24.79,44,3,1.64,JP,1717471841
388,kailua-kona,19.6406,-155.9956,27.98,81,40,3.6,US,1717472014
389,solnechnyy,50.7214,136.6319,16.13,42,27,2.87,RU,1717472141
390,yacuiba,-22.038,-63.6797,9.2,75,17,1.07,BO,1717472036
391,kiunga,-6.1219,141.2906,24.29,98,100,0.79,PG,1717472141
392,paita,-5.0892,-81.1144,18.8,84,6,2.95,PE,1717472141
393,norilsk,69.3535,88.2027,-1.99,80,100,2.19,RU,1717472142
394,saint croix,17.7397,-64.7388,28.25,87,40,4.12,VI,1717472142
395,san jose del guaviare,2.5729,-72.6459,22.97,100,100,1.19,CO,1717472142
396,serpong,-6.3169,106.6642,33.86,100,100,1.15,ID,1717472142
397,suntar,62.1444,117.6319,20.07,59,100,2.77,RU,1717472143
398,huarmey,-10.0681,-78.1522,17.85,86,0,3.36,PE,1717472143
399,ancud,-41.8697,-73.8203,8.51,89,100,5.38,CL,1717471903
400,new norfolk,-42.7826,147.0587,14.4,71,65,0.56,AU,1717472143
401,tomatlan,19.9333,-105.25,22.02,84,0,0.38,MX,1717472143
402,howard springs,-12.497,131.047,30.55,67,21,1.4,AU,1717472144
403,gandajika,-6.75,23.95,20.57,84,68,1.04,CD,1717472144
404,mokhsogollokh,61.4681,128.9203,16.79,43,27,4.98,RU,1717472144
405,hasaki,35.7333,140.8333,22.94,68,17,9.5,JP,1717471958
406,revelstoke,50.9832,-118.2023,11.01,93,100,1.03,CA,1717472144
407,at taj,24.2049,23.2857,27.88,17,0,3.64,LY,1717472145
408,antsohihy,-14.8796,47.9875,22.54,68,15,3.75,MG,1717472145
409,port blair,11.6667,92.75,31.02,74,40,5.14,IN,1717472145
410,pathein,16.7833,94.7333,31.07,69,83,4.84,MM,1717472145
411,alofi,-19.0595,-169.9187,25.94,61,95,7.72,NU,1717472077
412,kingscliff,-28.2667,153.5667,20.53,34,56,3.6,AU,1717472145
413,sao vicente,-23.9631,-46.3919,22.37,26,84,3.29,BR,1717472146
414,comodoro rivadavia,-45.8667,-67.5,6.92,53,75,1.54,AR,1717471857
415,sao miguel do araguaia,-13.275,-50.1628,25.4,42,100,2.56,BR,1717472146
416,fuerte olimpo,-21.0415,-57.8738,21.71,70,26,3.02,PY,1717472146
417,el porvenir,13.7617,-87.3458,23.63,99,100,0.8,HN,1717472146
418,aghsu,40.5703,48.4009,26.18,39,1,0.39,AZ,1717472146
419,saudarkrokur,65.7461,-19.6394,1.45,99,100,11.43,IS,1717472147
420,rongelap,11.1635,166.8941,27.9,82,100,8.96,MH,1717472147
421,khonsa,27.0167,95.5667,25.55,91,79,1.46,IN,1717472147
422,dinard,48.6314,-2.0614,12.02,92,20,2.06,FR,1717472147
423,gavle,60.6745,17.1417,12.18,73,0,3.21,SE,1717472147
424,hailin,44.5833,129.4167,15.19,83,94,6.55,CN,1717472148
425,manta,-0.95,-80.7333,22.88,83,75,5.66,EC,1717471908
426,tabou,4.423,-7.3528,24.91,92,100,2.59,CI,1717472148
427,port saint john's,-31.6229,29.5448,13.73,56,45,3.01,ZA,1717472049
428,cabo,-8.2833,-35.0333,24.96,92,16,2.13,BR,1717472148
429,lyndon,38.2567,-85.6016,22.57,79,0,0.0,US,1717472149
430,kinmparana,12.8402,-4.9199,27.98,59,27,5.13,ML,1717472149
431,upanema,-5.6419,-37.2578,24.5,84,12,2.28,BR,1717472149
432,zhangye,38.9342,100.4517,24.91,20,0,3.13,CN,1717472149
433,okhotsk,59.3833,143.3,3.66,96,100,8.89,RU,1717472149
434,port lincoln,-34.7333,135.8667,13.35,77,96,4.37,AU,1717472150
435,auki,-8.7676,160.7034,29.72,70,24,1.7,SB,1717472150
436,toppenish,46.3774,-120.3087,16.61,45,56,5.4,US,1717472150
437,tongging,2.8969,98.5262,22.6,66,97,1.79,ID,1717472151
438,bengkulu,-3.8004,102.2655,30.11,63,98,1.73,ID,1717472151
439,tamanrasset,22.785,5.5228,26.95,22,39,4.63,DZ,1717472151
440,geraldton,-28.7667,114.6,22.23,56,75,5.66,AU,1717472151
441,hami,42.8,93.45,29.16,17,47,3.02,CN,1717472151
442,konibodom,40.2843,70.4426,25.78,37,15,5.06,TJ,1717472152
443,alice springs,-23.7,133.8833,15.75,63,1,5.66,AU,1717471885
444,jatai,-17.8814,-51.7144,16.18,62,40,0.77,BR,1717472152
445,egilsstadir,65.2653,-14.3948,1.95,75,75,10.8,IS,1717472152
446,camiri,-20.05,-63.5167,10.87,94,1,1.0,BO,1717472153
447,manismata,-2.4667,111.0333,24.85,94,100,1.15,ID,1717471949
448,suicheng,33.8963,117.9331,30.53,23,100,3.58,CN,1717472153
449,indiana,40.0003,-86.2503,22.83,77,0,1.54,US,1717472154
450,touros,-5.1989,-35.4608,23.69,94,45,3.34,BR,1717471968
451,rawson,-43.3002,-65.1023,9.07,52,100,14.52,AR,1717472154
452,otelu rosu,45.5333,22.3667,14.71,94,0,0.71,RO,1717472154
453,pisco,-13.7,-76.2167,15.03,82,0,1.54,PE,1717472154
454,tokar,18.4254,37.729,27.99,74,0,2.05,SD,1717472155
455,sanibel,26.449,-82.0223,26.12,93,48,4.47,US,1717472155
456,missoula,47.0166,-113.8009,4.8,72,89,5.84,US,1717471891
457,puerto aysen,-45.4,-72.7,3.38,93,78,0.9,CL,1717472062
458,pandan,14.0453,124.1694,32.27,63,91,0.69,PH,1717472156
459,undurkhaan,47.3194,110.6556,24.58,28,81,1.69,MN,1717472156
460,kapa'a,22.0752,-159.319,28.99,84,75,5.66,US,1717472156
461,mount isa,-20.7333,139.5,23.87,31,100,5.66,AU,1717472156
462,fusignano,44.4651,11.9571,17.02,90,0,1.7,IT,1717472157
463,mananjary,-21.2167,48.3333,20.42,83,85,1.84,MG,1717472157
464,salinas,36.6777,-121.6555,20.34,77,100,3.6,US,1717472157
465,korla,41.7597,86.1469,25.78,17,96,10.63,CN,1717472003
466,codrington,-38.2667,141.9667,13.37,47,100,1.49,AU,1717472157
467,ayorou,14.7308,0.9174,29.96,51,87,5.83,NE,1717472158
468,kolwezi,-10.7148,25.4667,14.29,45,2,2.39,CD,1717472158
469,nikolayevsk-on-amure,53.1406,140.73,5.12,67,100,3.58,RU,1717472158
470,stephenville,32.2207,-98.2023,28.44,82,0,4.63,US,1717471883
471,pucon,-39.2822,-71.9543,9.47,92,100,2.66,CL,1717472100
472,khasab,26.1799,56.2477,32.66,58,0,1.76,OM,1717472159
473,sarrebourg,48.7333,7.05,9.34,95,73,0.7,FR,1717472159
474,coquimbo,-29.9533,-71.3436,11.85,100,100,2.06,CL,1717472034
475,skelleftea,64.7507,20.9528,12.78,100,40,3.09,SE,1717472160
476,bodaybo,57.8506,114.1933,20.28,50,53,0.57,RU,1717472160
477,murzuq,25.9155,13.9184,30.5,19,26,5.15,LY,1717472160
478,lashkar gah,31.5938,64.3716,35.08,9,0,4.99,AF,1717472160
479,kualakapuas,-3.0091,114.3876,27.83,88,94,1.01,ID,1717472160
480,tevriz,57.509,72.4042,12.18,50,29,1.48,RU,1717472161
481,acarau,-2.8856,-40.12,25.28,89,6,3.71,BR,1717472161
482,hiratacho,35.4333,132.8167,19.98,68,75,6.17,JP,1717472161
483,suva,-18.1416,178.4415,26.71,61,75,4.63,FJ,1717472161
484,island harbour,50.724,-1.2758,16.07,75,98,2.63,GB,1717472162
485,sandnessjoen,66.0217,12.6316,8.06,81,75,7.2,NO,1717472162
486,waco,31.5493,-97.1467,28.31,77,0,7.72,US,1717472162
487,catia la mar,10.6038,-67.0303,27.97,83,100,3.51,VE,1717472162
488,aripuana,-9.1667,-60.6333,23.89,64,100,1.34,BR,1717472163
489,puerto ayacucho,5.6639,-67.6236,23.34,97,99,1.89,VE,1717472163
490,kilinochchi,9.3961,80.3982,30.69,68,100,5.8,LK,1717472163
491,itoman,26.1247,127.6694,27.83,68,20,9.26,JP,1717472164
492,bulancak,40.9372,38.2291,16.9,88,75,0.51,TR,1717472164
493,mabai,23.0128,104.4508,23.35,81,96,1.63,CN,1717472164
494,cookeville,36.1628,-85.5016,22.44,90,0,0.0,US,1717471866
495,longavi,-35.9667,-71.6833,10.86,69,93,1.29,CL,1717472164
496,inarajan village,13.2736,144.7484,31.89,82,100,5.06,GU,1717471965
497,jinka,5.65,36.65,18.03,88,24,1.13,ET,1717472165
498,popondetta,-8.7537,148.2534,31.62,57,88,2.99,PG,1717472165
499,wuhai,39.6647,106.8122,19.59,62,100,11.51,CN,1717472165
500,tonj,7.2737,28.6822,24.95,69,34,2.67,SS,1717472165
501,kamina,-8.7386,24.9906,17.33,56,30,1.62,CD,1717472166
502,vila velha,-20.3297,-40.2925,19.97,100,40,0.0,BR,1717472134
503,svetlyy,54.675,20.1347,14.03,93,97,4.63,RU,1717472166
504,mandalgovi,45.7625,106.2708,23.13,31,100,5.21,MN,1717472167
505,sinabang,2.4803,96.3801,30.3,71,91,1.53,ID,1717472167
506,cova figueira,14.8905,-24.2934,18.19,76,99,3.97,CV,1717472167
507,ta'izz,13.5,44.0,27.68,23,61,1.1,YE,1717472167
508,zhangzhou,24.5133,117.6556,25.96,74,100,1.27,CN,1717472167
509,yuzhno-kurilsk,44.0306,145.8556,6.88,97,99,4.3,RU,1717472168
510,berezivka,47.2043,30.9078,20.91,80,100,2.82,UA,1717472168
511,benito juarez,19.385,-99.165,24.91,23,75,2.06,MX,1717472168
512,mirpur sakro,24.5474,67.6277,30.34,62,100,8.37,PK,1717472168
513,naze,28.3667,129.4833,25.51,57,6,5.38,JP,1717472169
514,zongolica,18.6667,-96.9833,21.27,46,100,2.14,MX,1717472169
515,ust-tsilma,65.441,52.1498,9.78,95,100,3.58,RU,1717472169
516,sao joao da barra,-21.6403,-41.0511,21.6,90,0,3.66,BR,1717471939
517,dolores,-36.3132,-57.6792,4.9,81,90,2.47,AR,1717472169
518,xiaoweizhai,26.1903,107.5125,16.34,98,100,1.74,CN,1717472170
519,lospalos,-8.5186,127.0025,26.25,67,15,4.99,TL,1717471901
520,medicine hat,50.0501,-110.6683,16.55,39,75,8.75,CA,1717471945
521,antonio enes,-16.2325,39.9086,22.17,90,0,3.07,MZ,1717472170
522,goz beida,13.95,20.55,28.31,13,0,2.96,TD,1717472170
523,ushtobe,45.2514,77.9838,20.88,25,0,8.93,KZ,1717472171
524,grande prairie,55.1667,-118.8027,12.1,87,75,2.57,CA,1717471903
525,natal,-5.795,-35.2094,25.36,100,40,3.6,BR,1717472171
526,mezhdurechenskiy,59.6,65.9333,12.56,57,88,2.73,RU,1717472171
527,qarqaraly,49.4058,75.4742,17.69,42,2,8.15,KZ,1717472171
528,taroa,8.7058,171.2275,28.1,81,76,8.54,MH,1717472172
529,reyes,-14.3167,-67.3833,20.36,76,100,0.97,BO,1717472172
530,torres,-29.3353,-49.7269,8.26,73,72,2.8,BR,1717471907
531,el alto,-4.2714,-81.2147,17.81,84,19,5.02,PE,1717472172
532,banff,51.1762,-115.5698,10.57,61,100,3.09,CA,1717472172
533,torghay,49.6339,63.4981,25.32,25,75,4.0,KZ,1717472173
534,brokopondo,4.75,-55.1667,25.52,87,83,2.68,SR,1717472173
535,vetluzhskiy,58.3902,45.4654,17.8,91,29,1.34,RU,1717472173
536,roma,43.2128,-75.4557,19.81,91,0,1.54,US,1717472163
537,jincheng,35.5022,112.8328,27.86,25,100,5.34,CN,1717472174
538,cacheu,12.2706,-16.1658,25.05,77,100,2.39,GW,1717472174
539,namibe,-15.1961,12.1522,17.1,84,29,1.64,AO,1717472174
540,ryotsu-minato,38.0833,138.4333,18.25,75,13,2.28,JP,1717472174
541,constantia,44.1833,28.65,19.28,84,50,2.33,RO,1717472161
542,dryden,49.7833,-92.7503,16.16,88,75,2.06,CA,1717472175
543,semey,50.4111,80.2275,21.12,46,0,6.0,KZ,1717472175
544,turpan,42.9333,89.1667,30.32,21,98,2.14,CN,1717472175
545,katsuren-haebaru,26.3369,127.8719,27.83,62,40,6.17,JP,1717472175
546,fiambala,-27.6871,-67.6149,8.76,58,100,1.77,AR,1717472175
547,toliara,-23.35,43.6667,21.95,50,7,4.15,MG,1717472176
548,flying fish cove,-10.4217,105.6791,28.82,74,75,5.66,CX,1717472176
